"full_name","is_generator","coverage_ratio","run_lines_count","executable_lines_count","total_tests","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top1_path_run_lines","top1_path_run_lines_ratio","top2_path_calls","top2_path_ratio","top2_path_run_lines","top2_path_run_lines_ratio"
"requests.check_compatibility","False","72.2","13","18","0","1","0","1","1","100.0","13","72.2","-1","-1","-1","-1"
"requests.structures.LookupDict.__init__","False","100.0","2","2","1","6","0","1","6","100.0","2","100.0","-1","-1","-1","-1"
"requests.status_codes._init","False","75.0","9","12","0","1","0","1","1","100.0","9","75.0","-1","-1","-1","-1"
"requests.status_codes._init.<locals>.doc","False","100.0","2","2","0","68","0","1","68","100.0","2","100.0","-1","-1","-1","-1"
"requests.help.info","False","81.4","35","43","3","3","0","1","3","100.0","35","81.4","-1","-1","-1","-1"
"requests.help._implementation","False","23.5","4","17","3","3","0","1","3","100.0","4","23.5","-1","-1","-1","-1"
"requests.hooks.dispatch_hook","False","100.0","10","10","108","253","0","4","218","86.2","4","40.0","33","13.0","9","90.0"
"requests.hooks.default_hooks","False","100.0","1","1","193","1086","0","1","1086","100.0","1","100.0","-1","-1","-1","-1"
"requests.api.post","False","100.0","1","1","19","31","4","1","31","100.0","1","100.0","-1","-1","-1","-1"
"requests.api.request","False","100.0","2","2","93","180","63","1","180","100.0","2","100.0","-1","-1","-1","-1"
"requests.sessions.Session.__init__","False","100.0","14","14","154","269","0","1","269","100.0","14","100.0","-1","-1","-1","-1"
"requests.utils.default_headers","False","100.0","6","6","154","269","0","1","269","100.0","6","100.0","-1","-1","-1","-1"
"requests.utils.default_user_agent","False","100.0","1","1","154","269","0","1","269","100.0","1","100.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__init__","False","100.0","4","4","219","2215","0","2","1583","71.5","3","75.0","632","28.5","4","100.0"
"requests.structures.CaseInsensitiveDict.__setitem__","False","100.0","1","1","201","8464","0","1","8464","100.0","1","100.0","-1","-1","-1","-1"
"requests.cookies.cookiejar_from_dict","False","100.0","8","8","201","891","0","5","791","88.8","6","75.0","88","9.9","4","50.0"
"requests.adapters.HTTPAdapter.__init__","False","71.4","10","14","156","555","0","2","554","99.8","9","64.3","1","0.2","9","64.3"
"requests.adapters.BaseAdapter.__init__","False","100.0","1","1","156","555","0","1","555","100.0","1","100.0","-1","-1","-1","-1"
"requests.sessions.Session.mount","False","100.0","4","4","154","552","0","2","540","97.8","3","75.0","12","2.2","4","100.0"
"requests.sessions.Session.__enter__","False","100.0","1","1","93","180","0","1","180","100.0","1","100.0","-1","-1","-1","-1"
"requests.sessions.Session.request","False","60.0","21","35","117","217","68","3","149","68.7","21","60.0","41","18.9","20","57.1"
"requests.models.Request.__init__","False","63.0","17","27","176","315","0","2","311","98.7","16","59.3","4","1.3","17","63.0"
"requests.sessions.Session.prepare_request","False","100.0","22","22","129","229","27","4","164","71.6","22","100.0","37","16.2","21","95.5"
"requests.cookies.merge_cookies","False","90.9","10","11","131","597","1","3","594","99.5","6","54.5","2","0.3","4","36.4"
"requests.cookies.RequestsCookieJar.update","False","75.0","3","4","132","765","0","2","748","97.8","2","50.0","17","2.2","3","75.0"
"requests.utils.get_netrc_auth","False","37.5","12","32","123","327","0","1","327","100.0","12","37.5","-1","-1","-1","-1"
"requests.models.PreparedRequest.__init__","False","100.0","7","7","178","497","0","1","497","100.0","7","100.0","-1","-1","-1","-1"
"requests.sessions.merge_setting","False","100.0","13","13","130","1480","0","5","655","44.3","9","69.2","418","28.2","2","15.4"
"requests.utils.to_key_val_list","False","100.0","7","7","132","1658","1","4","1649","99.5","5","71.4","7","0.4","4","57.1"
"requests.structures.CaseInsensitiveDict.__len__","False","100.0","1","1","136","462","0","1","462","100.0","1","100.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__iter__","False","100.0","1","1","150","1605","0","1","1605","100.0","1","100.0","-1","-1","-1","-1"
"requests.structures.CaseInsensitiveDict.__getitem__","False","100.0","1","1","180","7191","2360","1","7191","100.0","1","100.0","-1","-1","-1","-1"
"requests.sessions.merge_hooks","False","100.0","5","5","129","229","0","3","227","99.1","2","40.0","1","0.4","3","60.0"
"requests.models.PreparedRequest.prepare","False","41.2","7","17","178","324","32","4","292","90.1","7","41.2","18","5.6","3","17.6"
"requests.models.PreparedRequest.prepare_method","False","100.0","3","3","178","324","0","2","323","99.7","3","100.0","1","0.3","2","66.7"
"requests._internal_utils.to_native_string","False","100.0","4","4","181","1550","0","2","1371","88.5","3","75.0","179","11.5","3","75.0"
"requests.models.PreparedRequest.prepare_url","False","90.2","37","41","178","324","10","10","222","68.5","21","51.2","33","10.2","21","51.2"
"requests._internal_utils.unicode_is_ascii","False","100.0","6","6","178","312","2","2","310","99.4","4","66.7","2","0.6","5","83.3"
"requests.utils.requote_uri","False","100.0","6","6","176","444","1","2","443","99.8","4","66.7","1","0.2","6","100.0"
"requests.utils.unquote_unreserved","False","100.0","13","13","177","446","1","6","421","94.4","3","23.1","20","4.5","9","69.2"
"requests.models.PreparedRequest.prepare_headers","False","100.0","6","6","177","314","18","2","226","72.0","6","100.0","88","28.0","2","33.3"
"requests.utils.check_header_validity","False","100.0","8","8","131","926","18","3","915","98.8","5","62.5","8","0.9","4","50.0"
"requests.utils._validate_header_part","False","100.0","4","4","131","1838","15","2","1823","99.2","1","25.0","15","0.8","4","100.0"
"requests.models.PreparedRequest.prepare_cookies","False","100.0","6","6","174","462","0","4","333","72.1","4","66.7","88","19.0","4","66.7"
"requests.cookies.get_cookie_header","False","100.0","3","3","174","462","0","1","462","100.0","3","100.0","-1","-1","-1","-1"
"requests.cookies.MockRequest.__init__","False","100.0","3","3","174","1264","0","1","1264","100.0","3","100.0","-1","-1","-1","-1"
"requests.cookies.MockRequest.get_new_headers","False","100.0","1","1","174","462","0","1","462","100.0","1","100.0","-1","-1","-1","-1"
"requests.models.PreparedRequest.prepare_body","False","90.5","38","42","174","296","5","10","239","80.7","13","31.0","17","5.7","14","33.3"
"requests.utils.super_len","False","100.0","32","32","52","74","21","10","40","54.1","7","21.9","15","20.3","19","59.4"
"requests.models.PreparedRequest.prepare_auth","False","100.0","9","9","172","292","0","4","245","83.9","4","44.4","31","10.6","6","66.7"
"requests.utils.get_auth_from_url","False","100.0","6","6","161","273","264","2","264","96.7","6","100.0","9","3.3","4","66.7"
"requests.models.PreparedRequest.prepare_hooks","False","100.0","3","3","172","292","0","2","286","97.9","3","100.0","6","2.1","2","66.7"
"requests.models.RequestHooksMixin.register_hook","False","83.3","5","6","170","350","0","2","288","82.3","4","66.7","62","17.7","3","50.0"
"requests.sessions.Session.merge_environment_settings","False","100.0","15","15","113","198","0","5","180","90.9","14","93.3","10","5.1","15","100.0"
"requests.utils.get_environ_proxies","False","100.0","3","3","135","390","0","2","371","95.1","2","66.7","19","4.9","2","66.7"
"requests.utils.should_bypass_proxies","False","90.3","28","31","139","577","0","10","515","89.3","12","38.7","8","1.4","16","51.6"
"requests.utils.should_bypass_proxies.<locals>.get_proxy","False","100.0","1","1","136","553","0","1","553","100.0","1","100.0","-1","-1","-1","-1"
"requests.utils.set_environ","False","250.0","10","4","137","550","1","4","534","97.1","5","125.0","10","1.8","9","225.0"
