"full_name","is_generator","coverage_ratio","run_lines_count","executable_lines_count","total_tests","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top1_path_run_lines","top1_path_run_lines_ratio","top2_path_calls","top2_path_ratio","top2_path_run_lines","top2_path_run_lines_ratio"
"difflib.Differ.__init__","False","100.0","2","2","7","26","0","1","26","100.0","2","100.0","-1","-1","-1","-1"
"difflib.Differ.compare","True","75.0","9","12","7","24","0","4","14","58.3","9","75.0","6","25.0","5","41.7"
"difflib.Differ._fancy_replace","True","86.4","38","44","7","100","0","9","45","45.0","33","75.0","19","19.0","32","72.7"
"difflib.SequenceMatcher.real_quick_ratio","False","100.0","2","2","8","758","0","1","758","100.0","2","100.0","-1","-1","-1","-1"
"difflib.SequenceMatcher.quick_ratio","False","100.0","15","15","8","514","0","9","234","45.5","12","80.0","164","31.9","15","100.0"
"difflib.Differ._fancy_helper","True","100.0","8","8","6","144","0","4","60","41.7","5","62.5","58","40.3","4","50.0"
"difflib.Differ._qformat","True","100.0","8","8","6","73","0","3","49","67.1","8","100.0","19","26.0","7","87.5"
"difflib._keep_original_ws","False","66.7","2","3","6","146","0","1","146","100.0","2","66.7","-1","-1","-1","-1"
"difflib._mdiff","True","33.1","42","127","5","18","8","8","10","55.6","9","7.1","2","11.1","34","26.8"
"difflib.ndiff","False","100.0","1","1","5","20","0","1","20","100.0","1","100.0","-1","-1","-1","-1"
"difflib._mdiff.<locals>._line_pair_iterator","True","100.0","15","15","5","18","18","2","16","88.9","15","100.0","2","11.1","8","53.3"
"difflib._mdiff.<locals>._line_iterator","True","94.1","48","51","5","18","0","8","5","27.8","43","84.3","3","16.7","38","74.5"
"difflib.Differ._plain_replace","True","75.0","6","8","5","28","0","1","28","100.0","6","75.0","-1","-1","-1","-1"
"difflib.Differ._dump","True","100.0","2","2","5","125","0","1","125","100.0","2","100.0","-1","-1","-1","-1"
"difflib._mdiff.<locals>._make_line","False","83.3","15","18","5","802","0","3","601","74.9","3","16.7","103","12.8","11","61.1"
"difflib.HtmlDiff.__init__","False","80.0","4","5","4","6","0","1","6","100.0","4","80.0","-1","-1","-1","-1"
"difflib.HtmlDiff.make_file","False","87.5","7","8","4","4","0","1","4","100.0","7","87.5","-1","-1","-1","-1"
"difflib.HtmlDiff.make_table","False","97.3","36","37","4","17","0","6","5","29.4","27","73.0","3","17.6","31","83.8"
"difflib.HtmlDiff._make_prefix","False","100.0","4","4","4","17","0","1","17","100.0","4","100.0","-1","-1","-1","-1"
"difflib.HtmlDiff._tab_newline_replace","False","50.0","4","8","4","17","0","1","17","100.0","4","50.0","-1","-1","-1","-1"
"difflib.HtmlDiff._collect_lines","False","100.0","10","10","4","17","4","3","10","58.8","7","70.0","4","23.5","10","100.0"
"difflib.HtmlDiff._format_line","False","100.0","9","9","4","686","104","2","582","84.8","7","77.8","104","15.2","8","88.9"
"difflib._mdiff.<locals>._make_line.<locals>.record_sub_info","False","100.0","2","2","4","118","0","1","118","100.0","2","100.0","-1","-1","-1","-1"
"difflib.HtmlDiff._convert_flags","False","100.0","29","29","4","17","0","4","13","76.5","21","72.4","2","11.8","18","62.1"
"difflib.HtmlDiff._line_wrapper","True","100.0","16","16","1","3","0","2","2","66.7","14","87.5","1","33.3","16","100.0"
"difflib.HtmlDiff._split_line","False","92.9","26","28","1","132","0","5","82","62.1","6","21.4","24","18.2","22","78.6"
"difflib.get_close_matches","False","86.7","13","15","0","4","0","2","3","75.0","13","86.7","1","25.0","11","73.3"
"difflib.restore","True","66.7","6","9","0","2","0","1","2","100.0","6","66.7","-1","-1","-1","-1"
