"full_name","is_generator","coverage_ratio","run_lines_count","executable_lines_count","total_tests","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top1_path_run_lines","top1_path_run_lines_ratio","top2_path_calls","top2_path_ratio","top2_path_run_lines","top2_path_run_lines_ratio"
"dateutil.__getattr__","False","100.0","5","5","1","16","1","2","15","93.8","3","60.0","1","6.2","4","80.0"
"dateutil._common.weekday.__init__","False","100.0","2","2","250","951","0","1","951","100.0","2","100.0","-1","-1","-1","-1"
"dateutil.tz._common._validate_fromutc_inputs","False","37.5","3","8","0","12","0","1","12","100.0","3","37.5","-1","-1","-1","-1"
"dateutil.tz._common.tzname_in_python2","False","22.2","2","9","0","24","0","1","24","100.0","2","22.2","-1","-1","-1","-1"
"dateutil.tz._factories._TzSingleton.__call__","False","100.0","3","3","12","20","0","2","16","80.0","2","66.7","4","20.0","3","100.0"
"dateutil.tz.tz.tzoffset.__init__","False","166.7","10","6","18","52","32","3","32","61.5","6","100.0","16","30.8","4","66.7"
"dateutil.tz.tz.tzstr.__init__","False","123.5","21","17","22","75","7","6","43","57.3","13","76.5","16","21.3","13","76.5"
"dateutil.tz.tz.__get_gettz","False","3.9","4","102","0","4","0","1","4","100.0","4","3.9","-1","-1","-1","-1"
"dateutil.tz.tz.__get_gettz.<locals>.GettzFunc.__init__","False","100.0","4","4","0","4","0","1","4","100.0","4","100.0","-1","-1","-1","-1"
"dateutil.parser._parser.parser.__init__","False","100.0","1","1","4","7","0","1","7","100.0","1","100.0","-1","-1","-1","-1"
"dateutil.parser._parser.parserinfo.__init__","False","100.0","11","11","6","207","0","1","207","100.0","11","100.0","-1","-1","-1","-1"
"dateutil.parser._parser.parserinfo._convert","False","100.0","7","7","6","1449","0","2","828","57.1","6","85.7","621","42.9","5","71.4"
"dateutil.parser.isoparser._takes_ascii","False","27.3","3","11","0","8","0","1","8","100.0","3","27.3","-1","-1","-1","-1"
"dateutil.parser.isoparser.isoparser.__init__","False","100.0","5","5","11","208","4","4","202","97.1","2","40.0","3","1.4","3","60.0"
"dateutil.parser.__deprecate_private_class","False","60.0","6","10","0","6","0","1","6","100.0","6","60.0","-1","-1","-1","-1"
"dateutil.parser.__deprecated_private_func","False","77.8","7","9","0","2","0","1","2","100.0","7","77.8","-1","-1","-1","-1"
"dateutil.rrule.weekday.__init__","False","100.0","3","3","230","776","1","2","775","99.9","2","66.7","1","0.1","2","66.7"
"dateutil.rrule._invalidates_cache","False","50.0","3","6","0","8","0","1","8","100.0","3","50.0","-1","-1","-1","-1"
"dateutil.tz._factories._TzOffsetFactory.__call__","False","100.0","12","12","29","329","0","7","232","70.5","8","66.7","32","9.7","11","91.7"
"dateutil.tz._factories._TzFactory.instance","False","100.0","1","1","40","119","7","1","119","100.0","1","100.0","-1","-1","-1","-1"
"dateutil.tz.tz._get_supported_offset","False","100.0","1","1","18","6492","0","1","6492","100.0","1","100.0","-1","-1","-1","-1"
"dateutil.tz.tz.tzutc.utcoffset","False","100.0","1","1","29","237","0","1","237","100.0","1","100.0","-1","-1","-1","-1"
"dateutil._common.weekday.__call__","False","100.0","3","3","154","436","1","2","305","70.0","2","66.7","131","30.0","2","66.7"
"dateutil.relativedelta.relativedelta.__init__","False","94.4","85","90","107","400","13","10","357","89.2","27","30.0","8","2.0","34","37.8"
"dateutil.relativedelta.relativedelta._fix","False","100.0","30","30","103","394","0","10","147","37.3","7","23.3","131","33.2","9","30.0"
"dateutil.tz.tz.tzrange.__init__","False","93.5","29","31","27","102","95","10","29","28.4","22","71.0","18","17.6","21","67.7"
"dateutil.relativedelta.relativedelta.__bool__","False","100.0","16","16","20","126","0","4","116","92.1","4","25.0","5","4.0","10","62.5"
"dateutil.tz.tz.__get_gettz.<locals>.GettzFunc.__call__","False","100.0","13","13","54","112","2","6","71","63.4","6","46.2","17","15.2","12","92.3"
"dateutil.tz.tz.__get_gettz.<locals>.GettzFunc.nocache","False","67.6","46","68","23","41","8","7","28","68.3","13","19.1","6","14.6","14","20.6"
"dateutil.tz.tz.tzfile.__init__","False","100.0","17","17","33","1225","1","6","1164","95.0","11","64.7","35","2.9","11","64.7"
"dateutil.tz.tz._tzfile.__init__","False","100.0","2","2","0","1213","0","1","1213","100.0","2","100.0","-1","-1","-1","-1"
"dateutil.tz.tz._ttinfo.__init__","False","100.0","2","2","0","6444","0","1","6444","100.0","2","100.0","-1","-1","-1","-1"
"dateutil.tz.tz.datetime_exists","False","100.0","8","8","14","65","1","3","40","61.5","5","62.5","24","36.9","7","87.5"
