"full_name","is_generator","coverage_ratio","run_lines_count","executable_lines_count","total_tests","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top1_path_run_lines","top1_path_run_lines_ratio","top2_path_calls","top2_path_ratio","top2_path_run_lines","top2_path_run_lines_ratio"
"logging.FileHandler.__init__","False","100.0","13","13","26","53","0","3","40","75.5","11","84.6","11","20.8","12","92.3"
"logging.FileHandler._open","False","100.0","3","3","24","722","0","1","722","100.0","3","100.0","-1","-1","-1","-1"
"logging.Logger._log","False","75.0","12","16","65","557","1","3","547","98.2","8","50.0","8","1.4","11","68.8"
"logging.Logger.findCaller","False","96.4","27","28","66","558","0","5","516","92.5","16","57.1","36","6.5","18","64.3"
"logging.Logger.makeRecord","False","88.9","8","9","67","580","22","4","553","95.3","4","44.4","22","3.8","6","66.7"
"logging.LogRecord.__init__","False","92.9","39","42","92","4131","24","5","4104","99.3","30","71.4","24","0.6","32","76.2"
"logging.getLevelName","False","100.0","7","7","96","4160","0","3","3560","85.6","5","71.4","597","14.4","3","42.9"
"logging.Logger.handle","False","100.0","2","2","65","557","1","2","554","99.5","2","100.0","3","0.5","1","50.0"
"logging.Filterer.filter","False","100.0","9","9","70","2431","1","6","2383","98.0","3","33.3","33","1.4","6","66.7"
"logging.Logger.callHandlers","False","100.0","18","18","65","554","0","7","484","87.4","10","55.6","59","10.6","10","55.6"
"logging.Handler.handle","False","100.0","7","7","65","1874","0","2","1864","99.5","7","100.0","10","0.5","3","42.9"
"logging.Handler.acquire","False","100.0","2","2","102","3727","0","2","3721","99.8","2","100.0","6","0.2","1","50.0"
"logging.FileHandler.emit","False","260.0","13","5","60","2512","4","5","1486","59.2","5","100.0","1018","40.5","3","60.0"
"logging.Handler.format","False","100.0","4","4","68","1823","0","2","1469","80.6","3","75.0","354","19.4","3","75.0"
"logging.Formatter.format","False","100.0","16","16","76","4350","6","6","3503","80.5","8","50.0","833","19.1","7","43.8"
"logging.LogRecord.getMessage","False","100.0","4","4","78","4370","0","2","4333","99.2","3","75.0","37","0.8","4","100.0"
"logging.Formatter.usesTime","False","100.0","1","1","76","4363","0","1","4363","100.0","1","100.0","-1","-1","-1","-1"
"logging.PercentStyle.usesTime","False","100.0","1","1","74","4349","0","1","4349","100.0","1","100.0","-1","-1","-1","-1"
"logging.Formatter.formatMessage","False","100.0","1","1","76","4350","6","1","4350","100.0","1","100.0","-1","-1","-1","-1"
"logging.PercentStyle.format","False","100.0","4","4","76","4350","6","2","4344","99.9","2","50.0","6","0.1","4","100.0"
"logging.PercentStyle._format","False","100.0","4","4","71","1834","2","2","1831","99.8","3","75.0","3","0.2","3","75.0"
"logging.StreamHandler.flush","False","100.0","5","5","88","1644","0","1","1644","100.0","5","100.0","-1","-1","-1","-1"
"logging.Handler.release","False","100.0","2","2","102","3727","0","2","3721","99.8","2","100.0","6","0.2","1","50.0"
"logging.FileHandler.close","False","141.7","17","12","70","376","0","3","322","85.6","5","41.7","45","12.0","12","100.0"
"logging.error","False","100.0","3","3","6","8","0","2","7","87.5","2","66.7","1","12.5","3","100.0"
"logging.Logger.error","False","100.0","2","2","32","71","0","2","70","98.6","2","100.0","1","1.4","1","50.0"
"logging.warning","False","100.0","3","3","4","7","0","2","6","85.7","2","66.7","1","14.3","3","100.0"
"logging.Logger.warning","False","100.0","2","2","20","47","1","2","43","91.5","2","100.0","4","8.5","1","50.0"
"logging.info","False","100.0","3","3","2","5","0","2","4","80.0","2","66.7","1","20.0","3","100.0"
"logging.Logger.info","False","100.0","2","2","25","362","0","2","352","97.2","2","100.0","10","2.8","1","50.0"
"logging.Logger.removeHandler","False","100.0","5","5","34","350","0","2","310","88.6","5","100.0","40","11.4","4","80.0"
"logging.log","False","100.0","3","3","0","2","0","2","1","50.0","3","100.0","1","50.0","2","66.7"
"logging.Logger.log","False","100.0","6","6","13","59","1","4","52","88.1","3","50.0","5","8.5","2","33.3"
"logging.StrFormatStyle.validate","False","100.0","15","15","5","45","20","7","25","55.6","9","60.0","9","20.0","11","73.3"
"logging.StrFormatStyle._format","False","100.0","4","4","4","2507","2","2","2504","99.9","3","75.0","3","0.1","3","75.0"
"logging.StringTemplateStyle.__init__","False","100.0","2","2","8","26","0","1","26","100.0","2","100.0","-1","-1","-1","-1"
"logging.StringTemplateStyle.validate","False","100.0","12","12","7","25","8","8","8","32.0","8","66.7","5","20.0","7","58.3"
"logging.StringTemplateStyle.usesTime","False","100.0","2","2","3","14","0","1","14","100.0","2","100.0","-1","-1","-1","-1"
"logging.StringTemplateStyle._format","False","100.0","4","4","3","9","2","2","6","66.7","3","75.0","3","33.3","3","75.0"
"logging.Logger.hasHandlers","False","100.0","10","10","3","670","0","4","335","50.0","7","70.0","332","49.6","9","90.0"
"logging.Filterer.addFilter","False","100.0","2","2","4","7","0","1","7","100.0","2","100.0","-1","-1","-1","-1"
"logging.Filterer.removeFilter","False","100.0","2","2","3","5","0","1","5","100.0","2","100.0","-1","-1","-1","-1"
"logging.Filter.__init__","False","100.0","2","2","4","5","0","1","5","100.0","2","100.0","-1","-1","-1","-1"
"logging.makeLogRecord","False","100.0","3","3","18","3536","0","1","3536","100.0","3","100.0","-1","-1","-1","-1"
"logging.Filter.filter","False","100.0","7","7","4","15","0","4","6","40.0","4","57.1","5","33.3","3","42.9"
"logging.BufferingFormatter.__init__","False","100.0","3","3","2","3","0","2","2","66.7","2","66.7","1","33.3","2","66.7"
"logging.BufferingFormatter.format","False","100.0","7","7","2","4","0","2","3","75.0","7","100.0","1","25.0","3","42.9"
"logging.BufferingFormatter.formatHeader","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.BufferingFormatter.formatFooter","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.__init__","False","100.0","2","2","2","9","0","1","9","100.0","2","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.setLevel","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.log","False","100.0","3","3","5","10","0","2","9","90.0","3","100.0","1","10.0","1","33.3"
"logging.LoggerAdapter.isEnabledFor","False","100.0","1","1","6","12","0","1","12","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.process","False","100.0","2","2","4","7","0","1","7","100.0","2","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.error","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.warning","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.info","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.debug","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.Manager._fixupChildren","False","100.0","6","6","6","6","0","1","6","100.0","6","100.0","-1","-1","-1","-1"
"logging.addLevelName","False","100.0","5","5","1","32","0","1","32","100.0","5","100.0","-1","-1","-1","-1"
"logging.Logger.getChild","False","100.0","3","3","1","5","0","2","3","60.0","3","100.0","2","40.0","2","66.7"
"logging.config.dictConfig","False","100.0","1","1","27","37","10","1","37","100.0","1","100.0","-1","-1","-1","-1"
"logging.config.BaseConfigurator.__init__","False","100.0","2","2","28","38","0","1","38","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.configure","False","79.2","84","106","27","37","11","10","8","21.6","41","38.7","4","10.8","38","35.8"
"logging.config.ConvertingDict.__getitem__","False","100.0","2","2","27","308","4","2","305","99.0","2","100.0","3","1.0","1","50.0"
"logging.config.ConvertingMixin.convert_with_key","False","100.0","9","9","27","941","1","5","653","69.4","3","33.3","263","27.9","9","100.0"
"logging.config.BaseConfigurator.convert","False","100.0","21","21","27","952","4","7","442","46.4","6","28.6","230","24.2","4","19.0"
"logging.config.ConvertingDict.pop","False","100.0","2","2","25","249","0","1","249","100.0","2","100.0","-1","-1","-1","-1"
"logging.config._clearExistingHandlers","False","100.0","3","3","36","50","0","1","50","100.0","3","100.0","-1","-1","-1","-1"
"logging.shutdown","False","100.0","14","14","37","85","12","10","72","84.7","9","64.3","2","2.4","9","64.3"
"logging.config.ConvertingDict.get","False","100.0","2","2","25","381","0","1","381","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.configure_handler","False","81.5","44","54","22","32","5","10","18","56.2","25","46.3","2","6.2","22","40.7"
"logging.config.BaseConfigurator.resolve","False","94.1","16","17","20","58","1","2","57","98.3","9","52.9","1","1.7","15","88.2"
"logging.Handler.setLevel","False","100.0","1","1","26","43","0","1","43","100.0","1","100.0","-1","-1","-1","-1"
"logging.Handler.set_name","False","100.0","8","8","30","47","0","2","46","97.9","7","87.5","1","2.1","8","100.0"
"logging.config.DictConfigurator.configure_logger","False","100.0","6","6","12","22","0","2","18","81.8","5","83.3","4","18.2","6","100.0"
"logging.config.DictConfigurator.common_logger_config","False","100.0","12","12","18","41","1","9","15","36.6","10","83.3","8","19.5","11","91.7"
"logging.config.DictConfigurator.add_handlers","False","60.0","3","5","18","25","0","1","25","100.0","3","60.0","-1","-1","-1","-1"
"logging.config._handle_existing_loggers","False","100.0","9","9","27","41","0","2","39","95.1","5","55.6","2","4.9","9","100.0"
"logging.config.BaseConfigurator.cfg_convert","False","88.0","22","25","2","13","3","7","4","30.8","18","72.0","3","23.1","7","28.0"
"logging.config.ConvertingTuple.__getitem__","False","100.0","2","2","1","3","0","1","3","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.ConvertingList.__getitem__","False","100.0","2","2","1","3","0","1","3","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.ConvertingList.pop","False","100.0","2","2","1","1","0","1","1","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.ConvertingMixin.convert","False","100.0","6","6","1","1","0","1","1","100.0","6","100.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.configure_formatter","False","100.0","21","21","22","29","7","7","19","65.5","10","47.6","4","13.8","10","47.6"
"logging.config.valid_ident","False","100.0","4","4","21","48","1","2","47","97.9","3","75.0","1","2.1","3","75.0"
"logging.config.BaseConfigurator.ext_convert","False","100.0","1","1","17","22","1","1","22","100.0","1","100.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.configure_root","False","100.0","2","2","13","19","1","1","19","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.BaseConfigurator.configure_custom","False","80.0","8","10","5","11","5","4","4","36.4","8","80.0","3","27.3","6","60.0"
"logging.exception","False","100.0","1","1","4","4","0","1","4","100.0","1","100.0","-1","-1","-1","-1"
"logging.PlaceHolder.append","False","100.0","2","2","1","115","0","1","115","100.0","2","100.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.configure_filter","False","80.0","4","5","1","1","0","1","1","100.0","4","80.0","-1","-1","-1","-1"
"logging.config.DictConfigurator.add_filters","False","60.0","3","5","1","2","0","1","2","100.0","3","60.0","-1","-1","-1","-1"
"logging.config._resolve","False","72.7","8","11","5","5","0","1","5","100.0","8","72.7","-1","-1","-1","-1"
"logging.config.listen","False","5.4","4","74","3","5","0","1","5","100.0","4","5.4","-1","-1","-1","-1"
"logging.config.listen.<locals>.Server.__init__","False","100.0","6","6","3","5","0","1","5","100.0","6","100.0","-1","-1","-1","-1"
"logging.config.stopListening","False","100.0","6","6","3","5","0","1","5","100.0","6","100.0","-1","-1","-1","-1"
"logging.handlers.MemoryHandler.__init__","False","140.0","7","5","4","14","0","2","9","64.3","3","60.0","5","35.7","4","80.0"
"logging.config.fileConfig","False","100.0","15","15","11","17","2","4","13","76.5","12","80.0","2","11.8","11","73.3"
"logging.config._create_formatters","False","100.0","18","18","11","17","0","3","11","64.7","16","88.9","5","29.4","3","16.7"
"logging.config._strip_spaces","False","100.0","1","1","11","59","0","1","59","100.0","1","100.0","-1","-1","-1","-1"
"logging.config._install_handlers","False","85.3","29","34","11","17","4","7","7","41.2","27","79.4","5","29.4","26","76.5"
"logging.config._install_loggers","False","96.0","48","50","9","15","0","5","8","53.3","23","46.0","3","20.0","36","72.0"
"logging.Handler.get_name","False","100.0","1","1","2","3","0","1","3","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.DatagramHandler.__init__","False","700.0","14","2","0","8","0","3","3","37.5","11","550.0","3","37.5","11","550.0"
"logging.handlers.SocketHandler.emit","False","60.0","3","5","3","14","0","1","14","100.0","3","60.0","-1","-1","-1","-1"
"logging.handlers.SocketHandler.makePickle","False","100.0","11","11","3","14","0","2","12","85.7","10","90.9","2","14.3","11","100.0"
"logging.handlers.DatagramHandler.send","False","100.0","3","3","1","4","0","2","2","50.0","3","100.0","2","50.0","2","66.7"
"logging.handlers.SocketHandler.createSocket","False","93.3","14","15","3","10","4","4","4","40.0","7","46.7","2","20.0","10","66.7"
"logging.handlers.DatagramHandler.makeSocket","False","100.0","5","5","1","2","0","2","1","50.0","4","80.0","1","50.0","4","80.0"
"logging.handlers.SocketHandler.close","False","100.0","8","8","0","6","0","2","4","66.7","8","100.0","2","33.3","6","75.0"
"logging.NullHandler.createLock","False","100.0","1","1","3","31","0","1","31","100.0","1","100.0","-1","-1","-1","-1"
"logging.Formatter.formatException","False","100.0","8","8","3","4","0","1","4","100.0","8","100.0","-1","-1","-1","-1"
"logging.Formatter.formatStack","False","100.0","1","1","2","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"logging.Formatter.formatTime","False","100.0","7","7","5","3506","0","3","2501","71.3","4","57.1","1004","28.6","6","85.7"
"logging.handlers.HTTPHandler.__init__","False","84.6","11","13","2","5","1","2","4","80.0","10","76.9","1","20.0","4","30.8"
"logging.handlers.HTTPHandler.emit","False","90.0","27","30","1","4","0","2","2","50.0","23","76.7","2","50.0","24","80.0"
"logging.handlers.HTTPHandler.getConnection","False","100.0","5","5","1","4","0","2","2","50.0","4","80.0","2","50.0","4","80.0"
"logging.handlers.HTTPHandler.mapLogRecord","False","100.0","1","1","1","4","0","1","4","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.WatchedFileHandler.__init__","False","87.5","7","8","3","5","0","1","5","100.0","7","87.5","-1","-1","-1","-1"
"logging.handlers.WatchedFileHandler._statstream","False","100.0","3","3","3","672","0","2","669","99.6","3","100.0","3","0.4","1","33.3"
"logging.handlers.WatchedFileHandler.emit","False","100.0","2","2","2","1002","0","1","1002","100.0","2","100.0","-1","-1","-1","-1"
"logging.handlers.WatchedFileHandler.reopenIfNeeded","False","100.0","11","11","2","1002","668","4","667","66.6","11","100.0","333","33.2","3","27.3"
"logging.handlers.SysLogHandler.__init__","False","70.6","24","34","1","4","0","2","2","50.0","8","23.5","2","50.0","21","61.8"
"logging.handlers.SysLogHandler._connect_unixsocket","False","36.8","7","19","1","2","0","1","2","100.0","7","36.8","-1","-1","-1","-1"
"logging.handlers.SysLogHandler.close","False","100.0","5","5","1","4","0","1","4","100.0","5","100.0","-1","-1","-1","-1"
"logging.handlers.BufferingHandler.shouldFlush","False","100.0","1","1","1","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.BufferingHandler.close","False","100.0","3","3","3","9","0","1","9","100.0","3","100.0","-1","-1","-1","-1"
"logging.handlers.BufferingHandler.flush","False","100.0","4","4","2","4","0","1","4","100.0","4","100.0","-1","-1","-1","-1"
"logging.Handler.emit","False","100.0","1","1","1","1","1","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.RotatingFileHandler.__init__","False","155.6","14","9","13","40","0","3","32","80.0","6","66.7","5","12.5","8","88.9"
"logging.handlers.TimedRotatingFileHandler.__init__","False","95.2","40","42","7","24","3","9","8","33.3","24","57.1","4","16.7","17","40.5"
"logging.handlers.TimedRotatingFileHandler.computeRollover","False","77.8","28","36","6","45","0","10","17","37.8","3","8.3","12","26.7","26","72.2"
"logging.handlers.SysLogHandler.emit","False","69.6","16","23","1","9","0","6","2","22.2","13","56.5","2","22.2","12","52.2"
"logging.handlers.SysLogHandler.mapPriority","False","100.0","1","1","1","9","0","1","9","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.SysLogHandler.encodePriority","False","80.0","4","5","1","9","0","1","9","100.0","4","80.0","-1","-1","-1","-1"
"logging.getLogRecordFactory","False","100.0","1","1","0","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.setLogRecordFactory","False","100.0","1","1","1","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"logging.LogRecord.__repr__","False","100.0","2","2","1","1","0","1","1","100.0","2","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.critical","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.Handler.flush","False","100.0","1","1","0","6","0","1","6","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.exception","False","100.0","1","1","2","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.hasHandlers","False","100.0","1","1","1","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.__repr__","False","100.0","3","3","1","2","0","1","2","100.0","3","100.0","-1","-1","-1","-1"
"logging.LoggerAdapter.getEffectiveLevel","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.disable","False","100.0","2","2","2","7","2","2","5","71.4","2","100.0","2","28.6","1","50.0"
"logging.Logger.exception","False","100.0","1","1","3","4","0","1","4","100.0","1","100.0","-1","-1","-1","-1"
"logging.RootLogger.__reduce__","False","100.0","1","1","1","12","0","1","12","100.0","1","100.0","-1","-1","-1","-1"
"logging.Logger.__reduce__","False","50.0","2","4","1","18","0","1","18","100.0","2","50.0","-1","-1","-1","-1"
"logging.Manager.setLoggerClass","False","100.0","5","5","1","2","1","2","1","50.0","4","80.0","1","50.0","3","60.0"
"logging.Manager.setLogRecordFactory","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.BufferingHandler.emit","False","100.0","3","3","3","48","0","2","31","64.6","2","66.7","17","35.4","3","100.0"
"logging.handlers.MemoryHandler.shouldFlush","False","100.0","2","2","3","48","0","2","37","77.1","2","100.0","11","22.9","1","50.0"
"logging.handlers.MemoryHandler.flush","False","100.0","7","7","3","25","0","2","19","76.0","4","57.1","6","24.0","7","100.0"
"logging.handlers.MemoryHandler.close","False","100.0","8","8","1","5","0","2","3","60.0","8","100.0","2","40.0","7","87.5"
"logging.handlers.MemoryHandler.setTarget","False","100.0","4","4","1","1","0","1","1","100.0","4","100.0","-1","-1","-1","-1"
"logging.Logger.__repr__","False","100.0","2","2","1","1","0","1","1","100.0","2","100.0","-1","-1","-1","-1"
"logging.Handler.__repr__","False","100.0","2","2","0","18","0","1","18","100.0","2","100.0","-1","-1","-1","-1"
"logging.setLoggerClass","False","100.0","5","5","2","5","1","3","2","40.0","3","60.0","2","40.0","2","40.0"
"logging.getLoggerClass","False","100.0","1","1","2","3","0","1","3","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.QueueHandler.__init__","False","100.0","2","2","0","65","0","1","65","100.0","2","100.0","-1","-1","-1","-1"
"logging.handlers.QueueHandler.emit","False","50.0","2","4","5","311","0","1","311","100.0","2","50.0","-1","-1","-1","-1"
"logging.handlers.QueueHandler.prepare","False","100.0","9","9","5","311","0","1","311","100.0","9","100.0","-1","-1","-1","-1"
"logging.handlers.QueueHandler.enqueue","False","100.0","1","1","5","311","0","1","311","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.QueueListener.__init__","False","100.0","4","4","4","65","0","1","65","100.0","4","100.0","-1","-1","-1","-1"
"logging.handlers.QueueListener.start","False","100.0","3","3","4","65","0","1","65","100.0","3","100.0","-1","-1","-1","-1"
"logging.handlers.QueueListener.stop","False","100.0","3","3","4","65","0","1","65","100.0","3","100.0","-1","-1","-1","-1"
"logging.handlers.QueueListener.enqueue_sentinel","False","100.0","1","1","4","65","0","1","65","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.BaseRotatingHandler.emit","False","66.7","4","6","5","12","0","2","10","83.3","4","66.7","2","16.7","3","50.0"
"logging.handlers.RotatingFileHandler.shouldRollover","False","90.0","9","10","6","13","0","3","10","76.9","7","70.0","2","15.4","4","40.0"
"logging.handlers.RotatingFileHandler.doRollover","False","94.4","17","18","3","9","0","3","4","44.4","14","77.8","3","33.3","17","94.4"
"logging.handlers.BaseRotatingHandler.rotation_filename","False","100.0","4","4","4","28","0","2","27","96.4","3","75.0","1","3.6","3","75.0"
"logging.handlers.BaseRotatingHandler.rotate","False","100.0","4","4","4","10","0","2","6","60.0","2","50.0","4","40.0","3","75.0"
"logging.handlers.SMTPHandler.__init__","False","80.0","12","15","1","1","0","1","1","100.0","12","80.0","-1","-1","-1","-1"
"logging.handlers.SMTPHandler.emit","False","66.7","16","24","1","1","0","1","1","100.0","16","66.7","-1","-1","-1","-1"
"logging.handlers.SMTPHandler.getSubject","False","100.0","1","1","1","1","0","1","1","100.0","1","100.0","-1","-1","-1","-1"
"logging.handlers.SocketHandler.send","False","62.5","5","8","2","10","0","3","6","60.0","3","37.5","2","20.0","5","62.5"
"logging.handlers.SocketHandler.makeSocket","False","100.0","10","10","2","6","4","4","2","33.3","2","20.0","2","33.3","8","80.0"
"logging.StreamHandler.__repr__","False","100.0","6","6","1","1","0","1","1","100.0","6","100.0","-1","-1","-1","-1"
"logging.Handler.handleError","False","68.0","17","25","1","2","0","2","1","50.0","17","68.0","1","50.0","1","4.0"
"logging.StreamHandler.setStream","False","100.0","9","9","1","3","0","2","2","66.7","8","88.9","1","33.3","3","33.3"
"logging.handlers.TimedRotatingFileHandler.getFilesToDelete","False","96.0","24","25","2","5","0","3","3","60.0","21","84.0","1","20.0","22","88.0"
"logging.handlers.TimedRotatingFileHandler.shouldRollover","False","100.0","7","7","2","3","0","3","1","33.3","3","42.9","1","33.3","4","57.1"
"logging.handlers.TimedRotatingFileHandler.doRollover","False","61.1","22","36","1","1","0","1","1","100.0","22","61.1","-1","-1","-1","-1"
"logging.captureWarnings","False","100.0","7","7","2","4","0","2","2","50.0","4","57.1","2","50.0","4","57.1"
"logging._showwarning","False","100.0","8","8","2","3","0","3","1","33.3","5","62.5","1","33.3","3","37.5"
"logging.NullHandler.handle","False","NA","1","0","1","1","0","1","1","100.0","1","NA","-1","-1","-1","-1"
