"full_name","is_generator","coverage_ratio","run_lines_count","executable_lines_count","total_tests","total_calls","total_exceptions","total_paths","top1_path_calls","top1_path_ratio","top1_path_run_lines","top1_path_run_lines_ratio","top2_path_calls","top2_path_ratio","top2_path_run_lines","top2_path_run_lines_ratio"
"ftplib.FTP.nlst","False","83.3","5","6","1","4","0","1","4","100.0","5","83.3","-1","-1","-1","-1"
"ftplib.FTP.pwd","False","75.0","3","4","1","2","0","1","2","100.0","3","75.0","-1","-1","-1","-1"
"ftplib.FTP.quit","False","100.0","3","3","4","15","2","2","13","86.7","3","100.0","2","13.3","1","33.3"
"ftplib.FTP.rename","False","100.0","4","4","1","4","2","2","2","50.0","3","75.0","2","50.0","3","75.0"
"ftplib.FTP.rmd","False","100.0","1","1","1","2","0","1","2","100.0","1","100.0","-1","-1","-1","-1"
"ftplib.FTP.sanitize","False","100.0","4","4","1","6","0","2","4","66.7","4","100.0","2","33.3","2","50.0"
"ftplib.FTP.set_pasv","False","100.0","1","1","2","6","0","1","6","100.0","1","100.0","-1","-1","-1","-1"
"ftplib.FTP.size","False","50.0","2","4","1","2","0","1","2","100.0","2","50.0","-1","-1","-1","-1"
"ftplib.FTP.storlines","False","100.0","17","17","2","8","4","6","2","25.0","8","47.1","2","25.0","6","35.3"
"ftplib.FTP.__enter__","False","100.0","1","1","1","6","0","1","6","100.0","1","100.0","-1","-1","-1","-1"
"ftplib.FTP.__exit__","False","85.7","6","7","1","6","2","3","2","33.3","4","57.1","2","33.3","1","14.3"
"ftplib.parse229","False","73.3","11","15","1","2","0","1","2","100.0","11","73.3","-1","-1","-1","-1"
"ftplib.FTP.sendeprt","False","80.0","8","10","1","2","0","1","2","100.0","8","80.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.__init__","False","71.4","15","21","2","50","3","4","46","92.0","13","61.9","2","4.0","2","9.5"
"ftplib.FTP_TLS.auth","False","87.5","7","8","6","46","1","2","45","97.8","6","75.0","1","2.2","2","25.0"
"ftplib.FTP_TLS.ccc","False","100.0","5","5","1","2","1","2","1","50.0","2","40.0","1","50.0","4","80.0"
"ftplib.FTP_TLS.login","False","100.0","3","3","3","4","0","2","2","50.0","3","100.0","2","50.0","2","66.7"
"ftplib.FTP_TLS.prot_p","False","100.0","4","4","3","42","0","1","42","100.0","4","100.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.ntransfercmd","False","100.0","5","5","14","50","0","2","48","96.0","5","100.0","2","4.0","3","60.0"
"ftplib.FTP_TLS.prot_c","False","100.0","3","3","1","1","0","1","1","100.0","3","100.0","-1","-1","-1","-1"
"ftplib.FTP_TLS.abort","False","83.3","5","6","1","1","0","1","1","100.0","5","83.3","-1","-1","-1","-1"
