"pos","call_count","call_ratio","run_count","not_run_count"
"1","48","32.9","12","15"
"2","38","26.0","12","15"
"3","26","17.8","5","22"
"4","24","16.4","9","18"
"5","5","3.4","13","14"
"6","3","2.1","14","13"
"7","2","1.4","13","14"
